log_line,category
"2026-03-11T03:21:27.677Z ERROR [cache-manager] gRPC connection to twilio-sms failed: code=UNAVAILABLE desc=""dns resolution failed for twilio-sms.svc.cluster.local""",dependency_failure
"2026-03-14T09:43:20.191Z ERROR [auth-service] Response validation failed: expected 200, got 401 body=""{\""error\"":\""service degraded\""}"" request_id=7bf5ed214329",error_rate
2026-03-16T03:18:54.290Z WARN  [search-service] Memory usage critical: 94.7% used (heap=1847MB/1952MB) GC overhead=38% host=prod-node-01,resource_exhaustion
2026-03-14T20:40:25.223Z WARN  [user-service] File descriptor leak detected: open_fds=2160 baseline=129 host=prod-node-03,resource_exhaustion
2026-03-14T00:46:44.808Z FATAL [worker-pool] Cannot fork new process: errno=12 (Cannot allocate memory) host=prod-node-01 pid=34599,resource_exhaustion
"2026-03-10T01:25:59.069Z ERROR [notification-service] gRPC connection to datadog-agent failed: code=UNAVAILABLE desc=""dns resolution failed for datadog-agent.svc.cluster.local""",dependency_failure
2026-03-15T11:26:10.955Z WARN  [payment-service] Swap usage high: 80% used (3GB/7GB) host=prod-node-02,resource_exhaustion
"2026-03-09T18:20:08.737Z ERROR [event-bus] PUT /api/v1/payments failed status=401 error=""Internal Server Error"" request_id=162fbeac7623",error_rate
2026-03-17T06:39:20.614Z FATAL [event-bus] Port conflict: bind 0.0.0.0:8080 failed: address already in use host=prod-node-01,config_error
"2026-03-13T08:52:56.668Z ERROR [event-bus] ImagePullBackOff: failed to pull image registry.internal/event-bus:v4.11.61 error=""manifest unknown""",deployment_issue
"2026-03-10T23:49:17.361Z ERROR [payment-service] Vault sealed: unable to retrieve secret secret/payment-service/db-creds error=""Vault is sealed""",dependency_failure
2026-03-13T23:49:07.682Z ERROR [scheduler] ArgoCD sync failed: application scheduler sync status=OutOfSync health=Degraded,deployment_issue
2026-03-14T08:28:39.331Z ERROR [cache-manager] Request timeout after 30000ms DELETE /api/v1/auth/login request_id=83116af0fd94,error_rate
2026-03-14T02:03:21.543Z FATAL [auth-service] Port conflict: bind 0.0.0.0:8080 failed: address already in use host=prod-node-02,config_error
2026-03-11T16:31:48.632Z INFO  [order-service] Successfully processed request request_id=1f3ea43b343c duration=192ms,normal
"2026-03-13T02:55:13.892Z ERROR [auth-service] gRPC connection to stripe-api failed: code=UNAVAILABLE desc=""dns resolution failed for stripe-api.svc.cluster.local""",dependency_failure
2026-03-15T20:56:36.877Z WARN  [search-service] Disk space warning: /var/log usage=91% available=2.3GB threshold=85% host=k8s-worker-3c,resource_exhaustion
2026-03-15T22:56:05.593Z WARN  [api-gateway] Error rate threshold exceeded: 15.3% errors in last 60s (threshold=5%) endpoint=/api/v1/auth/refresh,error_rate
2026-03-15T18:59:07.871Z INFO  [order-service] Session created user_id=e714843656cd ip=10.162.219.135 ttl=3600s,normal
2026-03-11T13:59:49.116Z ERROR [cache-manager] Too many open files: ulimit=1891 current=1486 host=prod-node-02,resource_exhaustion
2026-03-12T22:49:14.477Z WARN  [payment-service] Disk space warning: /var/log usage=91% available=2.3GB threshold=85% host=k8s-worker-3c,resource_exhaustion
2026-03-17T08:46:25.452Z WARN  [inventory-service] Disk space warning: /var/log usage=91% available=2.3GB threshold=85% host=prod-node-03,resource_exhaustion
"2026-03-12T22:49:28.486Z ERROR [scheduler] Helm release failed: upgrade ""scheduler"" failed: timed out waiting for the condition namespace=production",deployment_issue
2026-03-12T09:17:00.756Z ERROR [cache-manager] DNS resolution failed for vault-server.internal: NXDOMAIN query_time=4960ms,dependency_failure
2026-03-17T08:06:29.013Z WARN  [worker-pool] Circuit breaker half-open for twilio-sms testing with 1 request after 30s cooldown,dependency_failure
"2026-03-12T17:13:35.505Z WARN  [api-gateway] Deprecated config key 'ssl_verify' used, migrate to 'tls.verify_certificates' before v3.0",config_error
2026-03-14T23:44:48.214Z FATAL [cdn-proxy] Panic recovered: runtime error: index out of range [5] with length 3 goroutine=435,error_rate
2026-03-12T17:21:20.830Z INFO  [worker-pool] Health check passed endpoint=/healthz status=ok uptime=34521s,normal
"2026-03-11T18:38:46.954Z WARN  [cdn-proxy] Consul health check failing for stripe-api: status=critical output=""TCP connection timeout""",dependency_failure
"2026-03-14T14:02:34.051Z ERROR [cache-manager] DELETE /api/v2/search failed status=401 error=""Internal Server Error"" request_id=cf583bb8b5e9",error_rate
"2026-03-10T06:58:13.793Z WARN  [analytics-service] Retry attempt 3/5 for PATCH /api/v1/inventory last_error=""connection reset by peer""",error_rate
2026-03-13T11:23:01.394Z ERROR [api-gateway] Helm values override conflict: both 'replicas' and 'autoscaling.enabled' are set,config_error
2026-03-10T23:06:16.338Z INFO  [payment-service] Graceful shutdown initiated pid=31660 signal=SIGTERM,normal
2026-03-11T06:52:20.029Z INFO  [analytics-service] Deployment readiness probe succeeded pod=auth-service-5d4e3f-qr7ws namespace=default,normal
2026-03-15T08:09:47.418Z INFO  [api-gateway] Session created user_id=6c90f87d0d1b ip=10.208.25.66 ttl=3600s,normal
"2026-03-13T19:00:58.672Z ERROR [payment-service] Container runtime error: runc create failed: unable to start container process: exec: ""/app/start.sh"": permission denied",deployment_issue
"2026-03-10T12:01:25.184Z WARN  [analytics-service] TLS certificate path /etc/ssl/analytics-service/tls.crt does not exist, disabling TLS",config_error
2026-03-12T18:34:13.054Z ERROR [event-bus] S3 GetObject failed: bucket=prod-assets key=config/event-bus.yaml error=NoSuchBucket request_id=5be65b7f57bb,dependency_failure
2026-03-15T18:47:48.593Z INFO  [analytics-service] Metrics exported datapoints=494 target=prometheus,normal
"2026-03-10T06:15:10.111Z ERROR [cdn-proxy] Database connection lost: mongodb-analytics error=""server closed the connection unexpectedly"" retry_in=5s",dependency_failure
2026-03-12T17:58:05.447Z INFO  [notification-service] Message consumed topic=orders partition=4 offset=605921 lag=0,normal
2026-03-10T12:15:07.112Z INFO  [cache-manager] Health check passed endpoint=/healthz status=ok uptime=34521s,normal
2026-03-11T01:58:51.522Z INFO  [cdn-proxy] Session created user_id=333c715c0e1c ip=10.87.183.193 ttl=3600s,normal
2026-03-15T22:57:03.285Z ERROR [billing-service] Redis READONLY: You can't write against a read only replica host=redis-cache-01 command=SET,dependency_failure
2026-03-16T07:50:03.063Z WARN  [order-service] Circuit breaker half-open for aws-s3 testing with 1 request after 30s cooldown,dependency_failure
2026-03-12T02:34:28.403Z ERROR [analytics-service] Request timeout after 30000ms PATCH /readyz request_id=d5a25ae0f794,error_rate
2026-03-16T01:37:21.404Z FATAL [notification-service] Cannot fork new process: errno=12 (Cannot allocate memory) host=prod-node-02 pid=59582,resource_exhaustion
2026-03-10T20:33:59.763Z DEBUG [auth-service] Connection pool stats: active=5 idle=15 total=20 host=staging-node-01,normal
2026-03-11T20:13:18.645Z WARN  [search-service] Upstream aws-s3 responding slowly: p99=13168ms p50=1684ms threshold=1000ms,dependency_failure
2026-03-11T10:44:52.211Z WARN  [user-service] Circuit breaker half-open for stripe-api testing with 1 request after 30s cooldown,dependency_failure
2026-03-12T05:12:32.963Z INFO  [billing-service] Message consumed topic=orders partition=11 offset=453855 lag=0,normal
"2026-03-11T00:40:12.942Z ERROR [cache-manager] Response validation failed: expected 200, got 401 body=""{\""error\"":\""service degraded\""}"" request_id=588a8ed024ae",error_rate
"2026-03-16T09:18:57.858Z ERROR [inventory-service] Vault sealed: unable to retrieve secret secret/inventory-service/db-creds error=""Vault is sealed""",dependency_failure
2026-03-14T13:43:05.492Z ERROR [cdn-proxy] Kafka broker unreachable: broker_id=0 host=kafka-1.internal:9092 errno=ETIMEDOUT,dependency_failure
2026-03-16T04:55:11.191Z ERROR [payment-service] 500 errors spiking: count=66 window=5m baseline=9,error_rate
"2026-03-17T01:58:35.383Z ERROR [payment-service] gRPC connection to aws-sqs failed: code=UNAVAILABLE desc=""dns resolution failed for aws-sqs.svc.cluster.local""",dependency_failure
"2026-03-17T04:23:37.837Z ERROR [cdn-proxy] Response validation failed: expected 200, got 429 body=""{\""error\"":\""service degraded\""}"" request_id=320f36ab9192",error_rate
2026-03-11T01:15:06.806Z FATAL [inventory-service] Cannot fork new process: errno=12 (Cannot allocate memory) host=prod-node-02 pid=63703,resource_exhaustion
"2026-03-16T01:32:24.654Z ERROR [event-bus] Container runtime error: runc create failed: unable to start container process: exec: ""/app/start.sh"": permission denied",deployment_issue
"2026-03-16T18:00:53.040Z ERROR [api-gateway] MongoDB replica set election in progress: redis-cache-01 error=""not primary"" retrying in 5s",dependency_failure
"2026-03-11T19:25:56.845Z ERROR [api-gateway] Vault sealed: unable to retrieve secret secret/api-gateway/db-creds error=""Vault is sealed""",dependency_failure
2026-03-14T08:33:07.121Z INFO  [cdn-proxy] Session created user_id=617213e130c6 ip=10.196.146.158 ttl=3600s,normal
2026-03-15T08:35:07.251Z INFO  [analytics-service] Deployment readiness probe succeeded pod=auth-service-5d4e3f-qr7ws namespace=default,normal
2026-03-15T16:51:31.662Z INFO  [worker-pool] Worker thread started thread_id=39 pool_size=16,normal
2026-03-15T03:46:21.664Z DEBUG [worker-pool] DNS resolution host=k8s-worker-2b resolved_in=4ms ttl=224s,normal
2026-03-17T07:06:44.013Z ERROR [cdn-proxy] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
2026-03-11T22:03:20.200Z ERROR [notification-service] Liveness probe failed: HTTP probe failed with statuscode 503 pod=order-service-3c2d1e-jk5gh consecutive_failures=3,deployment_issue
2026-03-12T16:52:55.809Z ERROR [notification-service] inode exhaustion: used=99.8% filesystem=/dev/sda1 host=prod-node-01,resource_exhaustion
"2026-03-11T17:45:35.473Z ERROR [scheduler] MongoDB replica set election in progress: mysql-orders error=""not primary"" retrying in 1s",dependency_failure
"2026-03-14T16:32:00.091Z WARN  [scheduler] Canary deployment scheduler-canary error rate 12.5% exceeds threshold 5%, initiating rollback",deployment_issue
"2026-03-14T02:07:48.401Z ERROR [cache-manager] gRPC call failed code=UNAVAILABLE desc=""transport is closing"" method=/cache-manager.Service/Process",error_rate
"2026-03-16T02:16:00.135Z ERROR [inventory-service] gRPC connection to twilio-sms failed: code=UNAVAILABLE desc=""dns resolution failed for twilio-sms.svc.cluster.local""",dependency_failure
"2026-03-10T11:36:18.227Z ERROR [analytics-service] gRPC call failed code=UNAVAILABLE desc=""transport is closing"" method=/analytics-service.Service/Process",error_rate
2026-03-12T22:57:18.979Z WARN  [user-service] Rollout stalled: deployment/user-service 2/5 replicas available deadline=600s namespace=production,deployment_issue
2026-03-13T12:11:17.429Z INFO  [inventory-service] Health check passed endpoint=/healthz status=ok uptime=34521s,normal
"2026-03-12T17:06:11.475Z WARN  [worker-pool] TLS certificate path /etc/ssl/worker-pool/tls.crt does not exist, disabling TLS",config_error
2026-03-13T13:21:14.206Z FATAL [cache-manager] Panic recovered: runtime error: index out of range [5] with length 3 goroutine=86,error_rate
2026-03-16T05:34:41.543Z INFO  [scheduler] Successfully processed request request_id=7d7542611419 duration=331ms,normal
"2026-03-15T15:05:08.171Z ERROR [scheduler] Traceback (most recent call last):\n  File ""/app/scheduler/views.py"", line 96, in handle_request\n    result = process(data)\nValueError: invalid literal for int() with base 10: 'abc'",error_rate
2026-03-13T20:54:13.643Z DEBUG [worker-pool] TLS handshake completed peer=prod-node-02:443 protocol=TLSv1.3 cipher=TLS_AES_256_GCM_SHA384,normal
2026-03-13T13:59:40.826Z ERROR [scheduler] Circuit breaker OPEN for /api/v1/auth/refresh failures=23/25 window=30s,error_rate
2026-03-14T01:03:55.432Z DEBUG [cache-manager] DNS resolution host=k8s-worker-3c resolved_in=9ms ttl=287s,normal
2026-03-16T00:42:02.428Z WARN  [inventory-service] Swap usage high: 89% used (4GB/5GB) host=prod-node-01,resource_exhaustion
2026-03-10T15:53:39.746Z WARN  [payment-service] CPU throttling detected: 60% throttled periods pod=auth-service-5d4e3f-qr7ws cpu_limit=500m,resource_exhaustion
"2026-03-12T00:21:42.094Z WARN  [api-gateway] Deprecated config key 'ssl_verify' used, migrate to 'tls.verify_certificates' before v3.0",config_error
2026-03-12T00:43:54.022Z ERROR [api-gateway] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
2026-03-09T18:52:32.740Z ERROR [scheduler] Configuration validation failed: required key 'database.url' not found in /etc/scheduler/config.yaml,config_error
2026-03-14T04:00:53.257Z WARN  [billing-service] Swap usage high: 94% used (5GB/4GB) host=k8s-worker-3c,resource_exhaustion
"2026-03-11T14:27:17.466Z ERROR [inventory-service] Init container failed: exit code 1 container=db-migration pod=auth-service-5d4e3f-qr7ws reason=""migration failed""",deployment_issue
2026-03-13T02:15:14.390Z INFO  [billing-service] Successfully processed request request_id=c4ea6d22e8c7 duration=37ms,normal
2026-03-14T15:09:15.211Z INFO  [cache-manager] Worker thread started thread_id=38 pool_size=16,normal
2026-03-12T11:33:45.113Z INFO  [user-service] Message consumed topic=orders partition=5 offset=576743 lag=0,normal
2026-03-16T01:18:49.307Z DEBUG [billing-service] TLS handshake completed peer=prod-node-01:443 protocol=TLSv1.3 cipher=TLS_AES_256_GCM_SHA384,normal
2026-03-14T10:52:26.131Z WARN  [event-bus] Rollout stalled: deployment/event-bus 2/5 replicas available deadline=600s namespace=staging,deployment_issue
2026-03-15T09:26:13.181Z ERROR [analytics-service] Unhandled exception in request handler: NullPointerException at com.analytics-service.handler.process(Handler.java:142) request_id=aab992f54eb9,error_rate
2026-03-12T12:37:29.624Z FATAL [worker-pool] Port conflict: bind 0.0.0.0:8080 failed: address already in use host=prod-node-02,config_error
2026-03-10T00:27:11.971Z ERROR [cdn-proxy] Redis READONLY: You can't write against a read only replica host=elasticsearch-cluster command=SET,dependency_failure
2026-03-11T05:00:42.185Z INFO  [cdn-proxy] Message consumed topic=orders partition=8 offset=298884 lag=0,normal
"2026-03-13T18:21:04.041Z ERROR [billing-service] Response validation failed: expected 200, got 403 body=""{\""error\"":\""service degraded\""}"" request_id=c8348d0a115b",error_rate
2026-03-11T13:06:42.892Z INFO  [search-service] Session created user_id=55abf6d8fd4b ip=10.61.193.121 ttl=3600s,normal
2026-03-13T00:27:36.904Z ERROR [auth-service] Node scheduling failed: 0/6 nodes available: insufficient cpu pod=worker-pool-6e5f4g-vw8xy,deployment_issue
"2026-03-10T10:10:31.940Z ERROR [cdn-proxy] GET /metrics failed status=400 error=""Internal Server Error"" request_id=06647bd62ee6",error_rate
2026-03-11T15:19:47.719Z INFO  [cache-manager] Message consumed topic=orders partition=10 offset=222108 lag=0,normal
2026-03-16T09:21:09.744Z INFO  [billing-service] Metrics exported datapoints=114 target=prometheus,normal
2026-03-11T12:21:19.822Z ERROR [analytics-service] ENOMEM: mmap failed size=2407MB host=prod-node-01 available_memory=74MB,resource_exhaustion
2026-03-10T02:36:04.424Z WARN  [event-bus] Upstream aws-sqs responding slowly: p99=10607ms p50=1067ms threshold=1000ms,dependency_failure
2026-03-11T11:35:07.853Z WARN  [analytics-service] Circuit breaker half-open for datadog-agent testing with 1 request after 30s cooldown,dependency_failure
2026-03-15T08:10:20.355Z INFO  [order-service] Session created user_id=556e2754b786 ip=10.212.3.159 ttl=3600s,normal
2026-03-12T21:23:33.449Z INFO  [auth-service] Scheduled job cron.cleanup completed in 222ms removed=5 records,normal
2026-03-13T07:22:08.298Z WARN  [order-service] Blue-green switch aborted: new version health check failed endpoint=/readyz host=k8s-worker-2b,deployment_issue
"2026-03-16T06:35:46.864Z ERROR [analytics-service] Response validation failed: expected 200, got 500 body=""{\""error\"":\""service degraded\""}"" request_id=98b28104aabf",error_rate
"2026-03-11T14:49:24.019Z ERROR [auth-service] Helm release failed: upgrade ""auth-service"" failed: timed out waiting for the condition namespace=default",deployment_issue
2026-03-13T12:17:18.378Z INFO  [api-gateway] Worker thread started thread_id=41 pool_size=16,normal
"2026-03-15T09:27:34.087Z ERROR [event-bus] Invalid log level 'TRACE' in config, falling back to INFO",config_error
2026-03-10T23:17:52.042Z ERROR [cdn-proxy] Unhandled exception in request handler: NullPointerException at com.cdn-proxy.handler.process(Handler.java:142) request_id=bf106dcdc5c0,error_rate
2026-03-10T09:38:07.681Z DEBUG [api-gateway] Connection pool stats: active=5 idle=15 total=20 host=staging-node-01,normal
2026-03-12T14:16:48.133Z ERROR [auth-service] S3 GetObject failed: bucket=prod-assets key=config/auth-service.yaml error=NoSuchBucket request_id=6b469e7cff1b,dependency_failure
2026-03-12T08:37:46.041Z ERROR [api-gateway] Feature flag parsing error: invalid JSON in flag 'enable_new_checkout' value='tru' expected boolean,config_error
2026-03-12T04:58:09.497Z INFO  [api-gateway] Worker thread started thread_id=62 pool_size=16,normal
2026-03-10T22:20:31.305Z WARN  [cdn-proxy] Swap usage high: 76% used (3GB/8GB) host=prod-node-03,resource_exhaustion
2026-03-09T18:55:49.020Z INFO  [event-bus] Rate limiter token_bucket refilled bucket=event-bus tokens=100 interval=60s,normal
2026-03-11T19:50:24.899Z WARN  [payment-service] Thread pool saturated: active=105/200 queue=630 rejected=14,resource_exhaustion
2026-03-16T08:42:15.440Z WARN  [worker-pool] Rollout stalled: deployment/worker-pool 2/5 replicas available deadline=600s namespace=monitoring,deployment_issue
2026-03-16T01:18:55.466Z FATAL [payment-service] Panic recovered: runtime error: index out of range [5] with length 3 goroutine=243,error_rate
2026-03-17T05:28:09.270Z INFO  [cdn-proxy] Graceful shutdown initiated pid=43033 signal=SIGTERM,normal
2026-03-14T16:23:50.784Z ERROR [notification-service] Circuit breaker OPEN for /api/v1/auth/login failures=23/25 window=30s,error_rate
2026-03-12T11:08:29.994Z ERROR [order-service] Kafka broker unreachable: broker_id=3 host=kafka-3.internal:9092 errno=ETIMEDOUT,dependency_failure
2026-03-13T14:45:09.555Z DEBUG [event-bus] Connection pool stats: active=5 idle=15 total=20 host=prod-node-02,normal
2026-03-11T01:54:15.557Z WARN  [event-bus] Upstream sendgrid-email responding slowly: p99=11981ms p50=1853ms threshold=1000ms,dependency_failure
2026-03-12T10:16:36.466Z ERROR [order-service] Liveness probe failed: HTTP probe failed with statuscode 503 pod=api-gateway-7f8b6c-xk9mz consecutive_failures=3,deployment_issue
2026-03-15T01:15:21.409Z INFO  [user-service] Metrics exported datapoints=228 target=prometheus,normal
2026-03-10T04:46:37.651Z ERROR [auth-service] Connection pool exhausted: active=97/100 waiting=31 timeout=5000ms db=mongodb-analytics,resource_exhaustion
2026-03-15T15:23:29.521Z INFO  [scheduler] Health check passed endpoint=/healthz status=ok uptime=34521s,normal
2026-03-11T16:23:02.774Z INFO  [auth-service] Metrics exported datapoints=152 target=prometheus,normal
"2026-03-13T06:37:48.320Z ERROR [inventory-service] ConfigMap inventory-service-config not found in namespace production, using defaults",config_error
2026-03-17T00:35:29.483Z INFO  [search-service] Rate limiter token_bucket refilled bucket=search-service tokens=100 interval=60s,normal
2026-03-16T05:48:12.695Z ERROR [cache-manager] OOMKilled container=cache-manager pod=payment-service-9a8b7c-lm2np namespace=default memory_limit=512Mi usage=511Mi,resource_exhaustion
"2026-03-14T20:17:32.357Z FATAL [user-service] Environment variable DATABASE_URL is not set, cannot start service",config_error
2026-03-10T13:47:07.412Z INFO  [search-service] Successfully processed request request_id=7dd076804fa7 duration=69ms,normal
2026-03-16T12:48:57.428Z ERROR [user-service] Too many open files: ulimit=3620 current=2009 host=prod-node-01,resource_exhaustion
2026-03-14T15:54:32.253Z ERROR [worker-pool] CrashLoopBackOff pod=auth-service-5d4e3f-qr7ws namespace=monitoring restart_count=9 back_off=5m,deployment_issue
2026-03-13T14:13:41.078Z ERROR [order-service] PersistentVolumeClaim order-service-data pending: no persistent volumes available for this claim namespace=production,deployment_issue
2026-03-15T06:11:15.127Z FATAL [cdn-proxy] Panic recovered: runtime error: index out of range [5] with length 3 goroutine=315,error_rate
2026-03-17T10:01:35.576Z ERROR [worker-pool] DNS resolution failed for aws-s3.internal: NXDOMAIN query_time=3549ms,dependency_failure
2026-03-11T22:33:00.180Z WARN  [notification-service] Upstream cloudflare-dns responding slowly: p99=11670ms p50=762ms threshold=1000ms,dependency_failure
2026-03-12T12:56:10.399Z INFO  [payment-service] POST /healthz completed status=201 latency=261ms request_id=838f1dc572fe,normal
"2026-03-14T21:31:27.600Z ERROR [billing-service] ImagePullBackOff: failed to pull image registry.internal/billing-service:v4.16.36 error=""manifest unknown""",deployment_issue
2026-03-16T08:28:09.076Z ERROR [worker-pool] Feature flag parsing error: invalid JSON in flag 'enable_new_checkout' value='tru' expected boolean,config_error
2026-03-11T22:56:09.734Z INFO  [scheduler] Successfully processed request request_id=e0e315b12e07 duration=345ms,normal
2026-03-15T01:47:19.994Z ERROR [billing-service] inode exhaustion: used=99.8% filesystem=/dev/sda1 host=prod-node-03,resource_exhaustion
2026-03-11T15:49:40.885Z ERROR [inventory-service] Kafka broker unreachable: broker_id=0 host=kafka-1.internal:9092 errno=ETIMEDOUT,dependency_failure
"2026-03-14T05:07:25.735Z ERROR [scheduler] Vault sealed: unable to retrieve secret secret/scheduler/db-creds error=""Vault is sealed""",dependency_failure
"2026-03-11T18:28:41.123Z ERROR [worker-pool] MongoDB replica set election in progress: mysql-orders error=""not primary"" retrying in 1s",dependency_failure
2026-03-09T19:37:23.499Z FATAL [cdn-proxy] Port conflict: bind 0.0.0.0:8080 failed: address already in use host=k8s-worker-3c,config_error
"2026-03-14T10:53:53.315Z WARN  [scheduler] Consul health check failing for aws-sqs: status=critical output=""TCP connection timeout""",dependency_failure
2026-03-11T08:32:28.799Z ERROR [cdn-proxy] Too many open files: ulimit=2131 current=1026 host=k8s-worker-2b,resource_exhaustion
"2026-03-09T23:01:09.947Z ERROR [search-service] Vault sealed: unable to retrieve secret secret/search-service/db-creds error=""Vault is sealed""",dependency_failure
"2026-03-14T08:18:59.796Z ERROR [analytics-service] MongoDB replica set election in progress: mongodb-analytics error=""not primary"" retrying in 4s",dependency_failure
"2026-03-15T19:18:30.417Z ERROR [cdn-proxy] MongoDB replica set election in progress: elasticsearch-cluster error=""not primary"" retrying in 9s",dependency_failure
2026-03-15T12:22:36.444Z ERROR [event-bus] HTTP 503 Service Unavailable upstream=aws-sqs retries=3/3 request_id=3de7a306a1cb,error_rate
2026-03-16T08:46:03.905Z DEBUG [api-gateway] DNS resolution host=prod-node-01 resolved_in=6ms ttl=115s,normal
2026-03-09T18:43:05.629Z INFO  [payment-service] GET /api/v1/auth/login completed status=304 latency=314ms request_id=e93b240e37ea,normal
2026-03-15T11:46:59.982Z ERROR [order-service] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
2026-03-13T06:20:47.768Z ERROR [notification-service] ENOMEM: mmap failed size=4087MB host=k8s-worker-3c available_memory=63MB,resource_exhaustion
"2026-03-14T06:15:16.848Z WARN  [worker-pool] Canary deployment worker-pool-canary error rate 12.5% exceeds threshold 5%, initiating rollback",deployment_issue
2026-03-14T21:06:39.474Z FATAL [scheduler] Port conflict: bind 0.0.0.0:8080 failed: address already in use host=k8s-worker-3c,config_error
2026-03-11T18:41:46.322Z ERROR [auth-service] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
2026-03-10T12:13:25.298Z INFO  [worker-pool] Cache hit ratio=0.92 keys=4743 host=k8s-worker-1a,normal
2026-03-17T06:43:35.101Z ERROR [scheduler] 500 errors spiking: count=282 window=5m baseline=5,error_rate
2026-03-11T01:41:35.034Z ERROR [billing-service] Too many open files: ulimit=1777 current=3584 host=prod-node-03,resource_exhaustion
"2026-03-15T04:56:05.109Z ERROR [analytics-service] ImagePullBackOff: failed to pull image registry.internal/analytics-service:v3.10.3 error=""manifest unknown""",deployment_issue
2026-03-16T07:53:15.719Z ERROR [notification-service] S3 GetObject failed: bucket=prod-assets key=config/notification-service.yaml error=NoSuchBucket request_id=30dfb5dba85d,dependency_failure
2026-03-12T11:40:57.262Z ERROR [api-gateway] HPA unable to scale: unable to get metrics for resource cpu: no metrics returned from resource metrics API,deployment_issue
2026-03-10T06:17:43.560Z INFO  [notification-service] Successfully processed request request_id=22c59aca567b duration=289ms,normal
2026-03-17T00:13:07.770Z ERROR [user-service] Feature flag parsing error: invalid JSON in flag 'enable_new_checkout' value='tru' expected boolean,config_error
"2026-03-13T23:13:00.080Z ERROR [user-service] Helm release failed: upgrade ""user-service"" failed: timed out waiting for the condition namespace=staging",deployment_issue
2026-03-16T08:47:34.470Z ERROR [user-service] Circuit breaker OPEN for /api/v1/payments failures=23/25 window=30s,error_rate
2026-03-16T06:58:18.020Z INFO  [order-service] Message consumed topic=orders partition=7 offset=819088 lag=0,normal
2026-03-15T00:57:04.018Z FATAL [order-service] Panic recovered: runtime error: index out of range [5] with length 3 goroutine=9,error_rate
2026-03-16T04:57:58.869Z ERROR [event-bus] Evicted pod=payment-service-9a8b7c-lm2np namespace=staging reason=The node was low on resource: memory,resource_exhaustion
2026-03-10T20:22:38.826Z ERROR [billing-service] ENOMEM: mmap failed size=2634MB host=k8s-worker-1a available_memory=44MB,resource_exhaustion
2026-03-16T11:36:38.555Z DEBUG [analytics-service] DNS resolution host=prod-node-03 resolved_in=7ms ttl=38s,normal
2026-03-13T12:50:52.209Z DEBUG [cache-manager] TLS handshake completed peer=staging-node-01:443 protocol=TLSv1.3 cipher=TLS_AES_256_GCM_SHA384,normal
2026-03-13T05:11:36.537Z ERROR [event-bus] Connection pool exhausted: active=98/100 waiting=40 timeout=5000ms db=redis-cache-01,resource_exhaustion
"2026-03-15T00:56:54.915Z ERROR [cdn-proxy] Init container failed: exit code 1 container=db-migration pod=auth-service-5d4e3f-qr7ws reason=""migration failed""",deployment_issue
"2026-03-16T00:08:31.937Z WARN  [api-gateway] Consul health check failing for vault-server: status=critical output=""TCP connection timeout""",dependency_failure
2026-03-13T19:04:21.806Z ERROR [user-service] Secret mount failed: /var/run/secrets/user-service/api-key: no such file or directory,config_error
2026-03-10T01:10:31.228Z WARN  [cdn-proxy] Swap usage high: 95% used (7GB/7GB) host=prod-node-01,resource_exhaustion
2026-03-16T15:13:24.401Z WARN  [payment-service] Error rate threshold exceeded: 15.3% errors in last 60s (threshold=5%) endpoint=/readyz,error_rate
2026-03-13T23:13:46.995Z ERROR [event-bus] java.lang.OutOfMemoryError: Java heap space at java.util.Arrays.copyOf(Arrays.java:3236),resource_exhaustion
"2026-03-11T00:44:42.459Z ERROR [search-service] Traceback (most recent call last):\n  File ""/app/search-service/views.py"", line 268, in handle_request\n    result = process(data)\nValueError: invalid literal for int() with base 10: 'abc'",error_rate
2026-03-11T19:41:20.261Z ERROR [worker-pool] Unhandled exception in request handler: NullPointerException at com.worker-pool.handler.process(Handler.java:142) request_id=44c370b6bd9c,error_rate
2026-03-10T08:04:43.005Z WARN  [inventory-service] Thread pool saturated: active=155/200 queue=771 rejected=37,resource_exhaustion
2026-03-13T01:49:56.343Z WARN  [event-bus] Circuit breaker half-open for aws-sqs testing with 1 request after 30s cooldown,dependency_failure
2026-03-15T12:55:42.826Z ERROR [cache-manager] S3 GetObject failed: bucket=prod-assets key=config/cache-manager.yaml error=NoSuchBucket request_id=4b94fa32394f,dependency_failure
2026-03-12T18:23:59.562Z INFO  [api-gateway] Successfully processed request request_id=414d99f451a0 duration=259ms,normal
"2026-03-10T20:01:26.958Z ERROR [cache-manager] MongoDB replica set election in progress: elasticsearch-cluster error=""not primary"" retrying in 8s",dependency_failure
"2026-03-12T11:14:31.604Z ERROR [event-bus] Helm release failed: upgrade ""event-bus"" failed: timed out waiting for the condition namespace=kube-system",deployment_issue
2026-03-17T10:37:00.002Z INFO  [inventory-service] Message consumed topic=orders partition=5 offset=50468 lag=0,normal
2026-03-15T10:50:04.610Z ERROR [cache-manager] Too many open files: ulimit=2118 current=1649 host=k8s-worker-1a,resource_exhaustion
